bleu_score,recall_score,similarity_score,medical_relevance_score,explanation_quality_score,response_time
0.046610048911630064,1.0,0.44758743998841827,1.0,0.6035005026711726,0
0.019348958477379132,1.0,0.3206778443308512,1.0,0.5699402564093841,0
0.0039094870602888725,0.1,0.018439609727647122,0.0,0.034860768063616085,0
0.0,0.0,0.0,0.0,0.0,0
0.008647922020227043,1.0,0.2664386867474552,1.0,0.5558821139555592,0
0.0,0.0,0.0,0.0,0.0,0
0.019348958477379132,1.0,0.3179976616659477,1.0,0.5694042198764033,0
0.046610048911630064,1.0,0.3206778443308512,1.0,0.5781185835396592,0
0.2022170270056182,1.0,0.5889073965756577,1.0,0.6784465874168171,0
0.0,0.0,0.0,0.0,0.0,0
0.003593400513595791,0.5,0.09788962186148392,0.0,0.1706559445263755,0
0.06688071957304445,1.0,0.40049274095777754,0.0,0.40016276406346885,0
0.0,0.0,0.0,0.0,0.0,0
0.046610048911630064,1.0,0.3640991463848307,1.0,0.5868028439504551,0
0.0037447837904003834,0.07692307692307693,0.01605895555890468,0.0,0.027412149325824132,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.003324612889947367,0.25,0.06242605072077795,0.0,0.0884825940111398,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.004701712638603976,0.375,0.08820526390324862,0.0,0.1315515665722309,0
0.004701712638603976,0.3333333333333333,0.08762323648461863,0.0,0.11893516108850491,0
0.10064933408903065,1.0,0.4285693450091424,0.0,0.41590866922853764,0
0.008360958777149229,0.5714285714285714,0.06044439251826656,1.0,0.3860257375653695,0
0.003324612889947367,0.3333333333333333,0.13291408644058464,0.0,0.12758020115510113,0
0.10064933408903065,1.0,0.45900142548137723,1.0,0.6219950853229846,0
0.1936009014841206,1.0,0.6180550628255022,1.0,0.6816912830103365,0
0.15957297788756958,0.8571428571428571,0.5224870797096901,0.6666666666666666,0.5428454997843993,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.003367842053959438,0.25,0.03701081182567524,0.5,0.18341251498132288,0
0.0025590065762365363,0.16666666666666666,0.04005773512277831,1.0,0.25877924899742666,0
0.019348958477379132,1.0,0.3179976616659477,1.0,0.5694042198764033,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.06688071957304445,1.0,0.3640991463848307,1.0,0.5928840451488795,0
0.0037447837904003834,0.07692307692307693,0.01605895555890468,0.0,0.027412149325824132,0
0.0,0.0,0.0,0.0,0.0,0
0.046610048911630064,1.0,0.3640991463848307,0.0,0.38680284395045517,0
0.019348958477379132,1.0,0.2664386867474552,1.0,0.5590924248927047,0
0.1936009014841206,1.0,0.6180550628255022,1.0,0.6816912830103365,0
0.07169132052652886,0.6428571428571429,0.4369807629269092,0.5,0.40176069160048333,0
0.003043188827799241,0.2857142857142857,0.06343987457402119,0.3333333333333333,0.16598188394409638,0
0.0,0.0,0.0,0.0,0.0,0
0.10064933408903065,1.0,0.3611556889282364,1.0,0.6024259380123564,0
0.00395365330335517,0.4,0.06604659914497268,1.0,0.3343954158200011,0
0.005081835741365613,0.2727272727272727,0.19215523871442738,0.6666666666666666,0.25510711361681027,0
0.003593400513595791,0.2,0.060825628785404075,1.0,0.27324314591115956,0
0.0,0.0,0.0,0.0,0.0,0
0.01778457282450253,0.75,0.30687622306570733,0.6666666666666666,0.42504394979382554,0
0.004273297457822545,0.25,0.11354186605902768,1.0,0.29899036244915234,0
0.003593400513595791,0.25,0.07194423524451797,1.0,0.2904668672029823,0
0.06688071957304445,1.0,0.4728822582469016,1.0,0.6146406675212936,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.019348958477379132,1.0,0.3206778443308512,1.0,0.5699402564093841,0
0.0039094870602888725,0.25,0.07992883347482346,1.0,0.29215861281305133,0
0.002989232719814957,0.3333333333333333,0.06703442680513456,1.0,0.3143036551769714,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.002989232719814957,0.3333333333333333,0.13865759024741295,0.0,0.12862828786542707,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.002989232719814957,0.5,0.08646929379658733,1.0,0.36819062857526197,0
0.0,0.0,0.0,0.0,0.0,0
0.14163394810604055,1.0,0.5222307059259828,1.0,0.6469363256170088,0
0.046610048911630064,1.0,0.3179976616659477,1.0,0.5775825470066785,0
0.14163394810604055,1.0,0.5023287782256717,1.0,0.6429559400769465,0
0.0035548168188028837,0.2857142857142857,0.05796246375526529,0.0,0.09837322351097963,0
0.10064933408903065,1.0,0.4728822582469016,0.0,0.4247712518760895,0
0.046610048911630064,1.0,0.3179976616659477,1.0,0.5775825470066785,0
0.007919253535534795,0.5,0.07992883347482346,1.0,0.36836154275562516,0
0.019348958477379132,1.0,0.2641338085859528,1.0,0.5586314492604043,0
0.0039094870602888725,0.2,0.062081842743575706,1.0,0.2735892146668018,0
0.0,0.0,0.0,0.0,0.0,0
0.11537786210468567,1.0,0.536339321922414,1.0,0.6418812230158886,0
0.004453323527690996,0.25,0.12328773682274335,1.0,0.300993544422856,0
0.046610048911630064,1.0,0.3640991463848307,1.0,0.5868028439504551,0
0.019348958477379132,1.0,0.3206778443308512,1.0,0.5699402564093841,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.046610048911630064,1.0,0.3179976616659477,1.0,0.5775825470066785,0
0.0,0.0,0.0,0.0,0.0,0
0.0039094870602888725,0.1111111111111111,0.042403588222065955,0.0,0.042986897095833185,0
0.0039094870602888725,0.3333333333333333,0.10076828450852851,1.0,0.3213265030197924,0
0.0,0.0,0.0,0.0,0.0,0
0.0039094870602888725,0.25,0.06604659914497268,1.0,0.2893821659470812,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.019348958477379132,1.0,0.3640991463848307,1.0,0.5786245168201798,0
0.2022170270056182,1.0,0.5889073965756577,1.0,0.6784465874168171,0
0.0,0.0,0.0,0.0,0.0,0
0.1936009014841206,1.0,0.6180550628255022,1.0,0.6816912830103365,0
0.0,0.0,0.0,0.0,0.0,0
0.1936009014841206,1.0,0.6180550628255022,1.0,0.6816912830103365,0
0.14766742652385811,0.9166666666666666,0.5162930951222106,0.6666666666666666,0.5558921803149328,0
0.003043188827799241,0.5,0.059374838731851384,1.0,0.3627879243947101,0
0.0025590065762365363,0.08333333333333333,0.026695025205650074,0.0,0.03110670701400097,0
0.004286566854494811,1.0,0.19183594990191882,0.0,0.3396531600367322,0
0.004286566854494811,0.14285714285714285,0.07289350993798577,0.0,0.05872181490108845,0
0.0,0.0,0.0,0.0,0.0,0
0.06688071957304445,1.0,0.3973577142931017,0.0,0.39953575873053365,0
0.0039094870602888725,0.07692307692307693,0.02630521739090312,0.0,0.029510812673190362,0
0.0,0.0,0.0,0.0,0.0,0
0.019348958477379132,1.0,0.3206778443308512,1.0,0.5699402564093841,0
0.0,0.0,0.0,0.0,0.0,0
0.008647922020227043,1.0,0.2664386867474552,1.0,0.5558821139555592,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.004453323527690996,0.5,0.1493188146253843,0.3333333333333333,0.24786642665005082,0
0.0,0.0,0.0,0.0,0.0,0
0.004453323527690996,0.3333333333333333,0.11575786860456382,1.0,0.3244875707792201,0
0.007919253535534795,0.4,0.06811024602967411,1.0,0.3359978252665953,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.046610048911630064,1.0,0.3206778443308512,1.0,0.5781185835396592,0
0.0,0.0,0.0,0.0,0.0,0
0.004089890369035105,0.23076923076923078,0.06741553452336554,0.5,0.1839408432461529,0
0.004324532546840044,0.25,0.11916235472608229,0.3333333333333333,0.16679649737593513,0
0.003439174150102313,0.6666666666666666,0.16328997710341142,1.0,0.433689747665713,0
0.0,0.0,0.0,0.0,0.0,0
0.0028919892142542742,0.3333333333333333,0.12721338579039868,0.5,0.226310273922356,0
0.15341858197542488,1.0,0.5903316497377628,1.0,0.6640919045401801,0
0.18446634567936285,1.0,0.6581429599076021,1.0,0.6869684956853293,0
0.0026348495048119725,0.3333333333333333,0.0558728908503208,0.5,0.21196503302150776,0
0.003133381778083795,0.2,0.09081536768989444,0.0,0.07910308807140402,0
0.0,0.0,0.0,0.0,0.0,0
0.003467656961323781,0.3333333333333333,0.178521202181305,1.0,0.33674453752465816,0
0.004286566854494811,0.09090909090909091,0.03859637170604069,0.0,0.036277971670283855,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
